cpf_mutuario;uf;municipio;endereco;cep
10523396148;SP;ILHA SOLTEIRA;AV RUA VIA FERREA SN BL 8;19505748
12117582315;SC;PALHOCA;AV RUA VIA FERREA SN BL 8;58983474
11263474881;MG;CONTAGEM;"AV RUA VIA FERREA ACESSO PELA RUA QUIRINO; 0";97217270
10582820253;SP;ITU;AV RUA VIA FERREA S/N BL 8;70087232
11091807212;MG;PERDIGAO;AV RUA VIA FERREA SN BL 0;48517436
11771079831;ES;SERRA;AV RUA VIA FERREA SN BL 0;92020659
10467830357;SP;DOBRADA;AV RUA VIA FERREA S/N BL 6;41557537
10707067629;SP;SAO PAULO;AV RUA VIA FERREA S/N  BL  0;16333969
10008820553;SP;CAJAMAR;AV RUA VIA FERREA SN BL 0;98010995
11554482116;PE;SAO LOURENCO DA MATA;AV RUA VIA FERRA SN BL 0;14687213
11658001933;SP;ITU;"AV RUA VIA FERREA; 0";67256888
10005329594;RS;CHARQUEADAS;"AV RUA VIA FERREA ACESSO PELA RUA QUIRINO; 0";74638092
11254175108;MT;LUCAS DO RIO VERDE;"AV RUA VIA FERREA SN; 0";60723731
11592231676;GO;SENADOR CANEDO;"AV RUA VIA FERREA SN; 0";22947610
10539454669;MS;DOURADOS;"AV RUA VIA FERREA; 0";89195231
10278758930;MG;SAO GONCALO DO SAPUCAI;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIR; 0";58206793
11220952301;SP;GUARULHOS;AV RUA VIA FERREA S/N BL 0;87390653
11675086193;MT;CUIABA;AV RUA VIA FERREA S/N BL 0;69093015
10268534824;CE;CAUCAIA;AV RUA VIA FERREA S/N BL 0;48757938
11072254755;MG;UBERLANDIA;AV RUA VIA FERREA S/N BL 0;61381884
10543346205;PA;ANANINDEUA;"AV RUA VIA FERREA SN; 0";37961043
10712228099;SC;LAGUNA;"AV RUA VIA FERREA SN; 0";35642119
11422898239;GO;LUZIANIA;AV RUA VIA FERREA S/N BL 0;52431050
11186679628;GO;AGUAS LINDAS DE GOIAS;"AV RUA VIA FERREA; 0";58202747
11864333980;MS;CAMPO GRANDE;AV RUA QUIRINO S/N BL 6;37338181
11843066591;RN;SAO GONCALO DO AMARANTE;AV RUA VIA FERREA SN BL 0;96718467
11826248725;PB;JOAO PESSOA;"AV RUA VIA FERREA; 0";20081596
11282107087;SC;PENHA;AV RUA VIA FERRAEA S/N BL 0;30105033
11908700336;BA;RIBEIRA DO POMBAL;"AV RUA VIA FERREA; 0";48055861
12099582728;PR;TELEMACO BORBA;"AV RUA VIA FERREA SN; 0";59689643
11561003176;AL;MARIBONDO;"AV RUA VIA FERREA S N; 0";37242489
11914237412;GO;GOIANIA;AV RUA VIA FERREA S/N BL 0;12177967
10711782177;RJ;RIO DE JANEIRO;AV RUA VIA FERREA S/N BL 0;44256891
11976456136;MT;AGUA BOA;"AV RUA VIA FERREA SN; 0";85806605
12125263506;GO;LUZIANIA;"AV RUA VIA FERREA SN; 0";82507714
11201386082;RJ;MARICA;AV RUA VIA FERREA SN BL 0;20168895
12097001017;SP;SAO PAULO;AV RUA VIA FERREA S/N BL 0;24775533
11457080949;SC;CRICIUMA;"AV RUA VIA FERREA SN; 0";49376624
10416721810;MA;TIMON;"AV RUA VIA FERREA SN; 0";36338830
11643793169;PA;ANANINDEUA;AV RUA VIA FERREA S/N BL 8;69485159
10582079190;GO;ANAPOLIS;"AV RUA VIA FERREA S N; BLOCO 2";62362457
11987154754;PR;CASTRO;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI; 0";41790224
12144574784;SP;IRAPUA;AV RUA VIA FERREA SN BL 0;33392618
10316873627;PE;PAULISTA;AV RUA VIA FERREA SN BL 0;88756216
12028459796;RN;CEARA-MIRIM;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIR; 0";91637578
11483883362;PR;ARAUCARIA;AV RUA VIA FERREA S N BL 0;62019923
10513946519;ES;MONTANHA;AV RUA VIA FERREA S N BL 0;93431295
11462762383;MG;UBERLANDIA;AV RUA VIA FERREA SN BL 0;86352861
10656610029;SP;AGUAI;"AV RUA VIA FERREA SN; 0";64844768
11332779429;SP;PENAPOLIS;AV RUA VIA FERREA S/N BL 4;58383451
10585488862;MG;SETE LAGOAS;AV RUA VIA FERREA S N BL 0;62293612
11249135277;ES;NOVA VENECIA;AV RUA VIA FERREA S N BL 0;55836693
11008401119;SC;JOINVILLE;AV RUA VIA FERREA S/N BL 0;29398762
11452502601;MG;MONTES CLAROS;AV RUA VIA FERREA S/N BL 0;24065649
12094856129;TO;PALMAS;AV RUA VIA FERREA S/N BL 2;20419934
11144366857;SP;SUMARE;"AV RUA VIA FERREA; 0";19486743
12014132440;RN;SAO JOSE DE MIPIBU;AV RUA VIA FERREA S/N BL 0;50428378
10964459393;PB;SANTA RITA;AV RUA VIA FERREA S/N BL 0;82568849
11224907257;SC;INDAIAL;AV RUA VIA FERREA S/N BL 7;37436926
10633323025;GO;SENADOR CANEDO;AV RUA VIA FERREA S/N BL 7;22092815
10434175289;SP;PRAIA GRANDE;"AV RIA VIA FERREA; 0";17095323
11726317327;GO;GOIANIA;AV RUA VIA FERREA S/N BLOCO 7;15511514
11945579951;MG;NOVA LIMA;"AV RUA VIA FERREA; 0";87541982
11836318571;GO;MORRINHOS;AV RUA VIA FERREA S/N BL 0;35561047
11081691529;PI;TERESINA;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIR; 0";14351100
11947682783;RR;BOA VISTA;AV RUA VIA FERREA S/N BL 0;55944772
11997558432;ES;BAIXO GUANDU;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIR; 0";36496195
10774851385;PB;ALHANDRA;AV RUA VIA FERREA S/N BL 0;22208009
11823754332;SP;LEME;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIR; 0";93421909
11941410975;RS;PELOTAS;AV RUA VIA FERREA S/N BL 0;40613147
10761576242;MT;RONDONOPOLIS;"AV RUA FERREA SN ACESSO PELA RUA QUIRINO; 0";86838647
11902344472;SP;FRANCA;AV RUA VIA FERREA S/N BL 0;29692916
10191556369;PI;TERESINA;AV RUA VIA FERREA S/N BL 0;10690137
11618936446;SP;BARUERI;"AV RUA VIA FERREA SN; 0";52400959
11127066686;SP;SUZANO;AV RUA VIA FERREA SN BL 0;32564880
11763122548;SP;BARIRI;"AV RUA VIA FERREA SN ACESSO PELA RUA  QUIR; 0";74842672
10287863647;MT;RONDONOPOLIS;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIRI; 0";85265765
10410392414;GO;IPORA;AV RUA VIA FERREA SN BL 0;14341049
10769438033;RJ;RIO DE JANEIRO;"AV RUA VIA FERREA; 0";23856522
12106435530;RS;FARROUPILHA;AV RUA VIA FERREA S/N BL 0;67920281
10870016676;MG;BETIM;"AV RUA VIA FERREA SN ACESSO PELA RUA QUIR; 0";68731429
10441774147;RS;BAGE;AV RUA VIA FERREA SN BL 0;91811364
10937533913;PI;OEIRAS;AV RUA VIA FERREA S N BL 0;31571556
11449698939;PE;PETROLINA;AV RUA VIA FERREA S N BL 7;73164776
11044268932;PI;TERESINA;"AV RUA VIA FERREA; 0";26451329
10768404170;SP;CARAPICUIBA;AV RUA VIA FERREA SN BL 0;36742916
10621549617;PR;FAZENDA RIO GRANDE;"AV RUA VIA FERREA; 0";60677048
